age,female,hisp,education,earnings,hours,weeks,union,uncov,region,race,marital,wage,college
24,1,0,16,20000,40,52,0,0,3,2,7,9.615384615384615,College
31,1,1,16,48500,40,52,0,0,3,1,3,23.317307692307693,College
36,1,0,16,28000,40,52,0,0,3,2,7,13.461538461538462,College
53,0,0,20,389599,50,52,0,0,3,1,1,149.84576923076924,College
43,0,0,18,78000,40,50,0,0,3,4,1,39,College
60,1,0,16,27000,40,52,0,0,3,2,7,12.98076923076923,College
60,1,0,9,18000,45,50,0,0,3,4,1,8,Non-college
40,0,0,16,43043,40,52,0,0,3,1,7,20.69375,College
32,0,0,13,76000,50,52,0,0,3,2,1,29.23076923076923,Non-college
43,1,0,13,32000,40,52,0,0,3,2,5,15.384615384615385,Non-college
37,0,0,13,119000,45,52,0,0,3,1,1,50.85470085470085,Non-college
27,1,0,13,26000,37,52,0,0,3,2,7,13.513513513513514,Non-college
44,1,0,16,100000,50,52,0,0,3,1,5,38.46153846153846,College
37,0,0,18,100000,40,52,0,0,3,1,1,48.07692307692308,College
58,1,0,16,50002,40,52,0,0,3,1,1,24.039423076923075,College
35,0,0,16,50000,45,52,0,0,3,1,1,21.367521367521366,College
35,1,0,16,65000,40,52,0,0,3,1,1,31.25,College
48,0,0,16,389599,55,52,0,0,3,1,1,136.22342657342656,College
51,0,0,16,35000,40,52,0,0,3,4,1,16.826923076923077,College
41,0,0,18,160000,50,52,0,0,3,1,1,61.53846153846154,College
42,0,0,13,102946,43,52,0,0,3,1,1,46.040250447227194,Non-college
42,0,0,16,90000,40,52,0,0,3,2,1,43.26923076923077,College
57,1,0,13,25000,40,52,0,0,3,2,5,12.01923076923077,Non-college
48,0,0,13,38002,60,52,0,0,3,2,5,12.180128205128206,Non-college
34,0,0,18,52000,55,52,0,0,3,1,1,18.181818181818183,College
40,0,1,12,15000,40,52,0,0,3,3,3,7.211538461538462,Non-college
34,0,1,8,25000,37,52,0,0,3,3,7,12.993762993762994,Non-college
25,0,1,12,12000,40,52,0,0,3,3,7,5.769230769230769,Non-college
19,0,1,12,12000,37,52,0,0,3,3,7,6.237006237006237,Non-college
38,0,0,9,12000,40,52,0,0,3,4,1,5.769230769230769,Non-college
23,1,0,13,36000,40,52,0,0,3,2,7,17.307692307692307,Non-college
53,0,0,12,35000,40,52,0,0,3,2,7,16.826923076923077,Non-college
42,0,0,16,32000,38,52,0,0,3,1,1,16.194331983805668,College
40,1,0,12,33000,38,52,0,0,3,1,1,16.700404858299596,Non-college
50,0,0,16,74000,60,52,0,0,3,1,1,23.71794871794872,College
46,1,0,16,50000,40,52,0,0,3,1,1,24.03846153846154,College
31,0,0,14,389599,40,52,0,0,3,1,7,187.30721153846153,Non-college
42,0,0,16,60000,40,52,0,0,3,1,1,28.846153846153847,College
38,0,0,13,60000,40,52,0,0,3,1,1,28.846153846153847,Non-college
62,0,0,8,32000,40,52,0,0,3,1,1,15.384615384615385,Non-college
52,1,0,16,19200,37,52,0,0,3,1,7,9.97920997920998,College
45,0,0,13,63000,40,52,0,0,3,1,1,30.28846153846154,Non-college
42,1,0,13,33500,52,52,0,0,3,1,1,12.38905325443787,Non-college
48,1,0,14,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
30,1,1,16,33000,40,52,0,0,3,1,7,15.865384615384615,College
35,0,0,20,68000,40,52,0,0,3,1,7,32.69230769230769,College
26,1,0,13,40000,36,52,0,0,3,1,6,21.367521367521366,Non-college
42,1,0,12,58000,40,52,0,0,3,1,5,27.884615384615383,Non-college
40,0,0,13,35000,45,52,0,0,3,1,5,14.957264957264957,Non-college
32,1,0,12,32000,40,52,0,0,3,4,3,15.384615384615385,Non-college
49,0,0,13,99000,50,52,0,0,3,1,1,38.07692307692308,Non-college
44,1,0,13,49000,40,52,0,0,3,1,5,23.557692307692307,Non-college
42,0,0,16,76000,40,52,0,0,3,2,1,36.53846153846154,College
37,1,0,16,36002,40,52,0,0,3,2,1,17.308653846153845,College
63,0,1,13,65000,45,52,0,0,3,1,1,27.77777777777778,Non-college
61,1,0,12,38000,40,52,0,0,3,1,1,18.26923076923077,Non-college
61,1,0,16,23000,40,52,0,0,3,2,1,11.057692307692308,College
42,1,0,16,43000,52,52,0,0,3,1,1,15.902366863905325,College
28,1,0,14,12600,40,52,0,0,3,1,7,6.0576923076923075,Non-college
45,1,0,14,45000,40,52,0,0,3,2,1,21.634615384615383,Non-college
31,1,0,16,43000,40,52,0,0,3,1,1,20.673076923076923,College
39,0,0,16,20250,40,52,0,0,3,1,1,9.735576923076923,College
46,0,0,20,78000,40,52,0,0,3,1,7,37.5,College
27,1,0,16,35000,40,52,0,0,3,1,1,16.826923076923077,College
54,0,0,12,25002,40,52,0,0,3,1,1,12.020192307692307,Non-college
55,0,0,20,171000,44,52,0,1,3,1,1,74.73776223776224,College
58,1,0,18,140000,80,52,0,0,3,1,1,33.65384615384615,College
52,1,0,16,60000,50,52,0,0,3,1,5,23.076923076923077,College
61,1,0,20,120000,65,52,0,0,3,1,1,35.50295857988166,College
54,0,0,20,190000,65,52,0,0,3,1,1,56.21301775147929,College
56,1,0,16,68500,40,52,0,0,3,2,5,32.93269230769231,College
31,1,0,16,40000,40,52,0,0,3,4,1,19.23076923076923,College
36,1,0,18,40002,40,52,0,0,3,2,7,19.23173076923077,College
38,0,0,16,92073,40,52,0,0,3,2,1,44.26586538461538,College
47,0,0,16,55000,45,52,0,0,3,1,1,23.504273504273506,College
39,0,0,13,26000,40,52,0,0,3,2,5,12.5,Non-college
31,1,0,12,20000,40,52,0,0,3,2,7,9.615384615384615,Non-college
44,0,0,12,18000,40,52,0,0,3,1,5,8.653846153846153,Non-college
32,1,1,20,48000,80,52,0,0,3,1,1,11.538461538461538,College
37,0,0,20,48000,80,52,0,0,3,1,1,11.538461538461538,College
50,1,0,16,67000,50,50,0,0,3,1,1,26.8,College
55,0,0,14,50000,40,52,0,0,3,1,1,24.03846153846154,Non-college
33,0,0,16,90500,50,52,0,0,3,2,1,34.80769230769231,College
51,1,0,18,52000,40,52,0,0,3,2,1,25,College
53,0,0,14,58000,40,52,0,0,3,2,1,27.884615384615383,Non-college
38,0,0,12,23000,40,52,0,0,3,2,6,11.057692307692308,Non-college
42,1,0,14,39000,40,52,0,0,3,2,7,18.75,Non-college
34,0,1,12,20000,40,52,0,0,3,1,1,9.615384615384615,Non-college
46,0,0,16,389599,48,52,0,0,3,1,1,156.08934294871796,College
23,0,0,11,22000,40,52,0,0,3,1,7,10.576923076923077,Non-college
46,1,0,16,45000,36,52,0,0,3,1,5,24.03846153846154,College
23,1,0,12,20000,40,52,0,0,3,1,7,9.615384615384615,Non-college
28,1,0,13,32000,50,52,0,0,3,1,7,12.307692307692308,Non-college
52,1,0,16,30000,40,52,0,0,3,1,5,14.423076923076923,College
58,0,0,13,50000,40,52,0,0,3,2,1,24.03846153846154,Non-college
38,1,0,16,80000,36,52,0,0,3,4,1,42.73504273504273,College
45,0,0,14,35000,52,52,0,0,3,4,1,12.94378698224852,Non-college
34,1,0,16,36000,45,52,0,0,3,1,1,15.384615384615385,College
35,0,0,12,24000,40,48,0,0,3,1,1,12.5,Non-college
33,1,0,13,25000,36,52,0,0,3,1,5,13.354700854700855,Non-college
47,0,0,13,35000,45,52,0,0,3,2,1,14.957264957264957,Non-college
62,0,0,16,389599,60,52,0,0,3,1,3,124.87147435897435,College
47,1,0,12,32000,40,52,0,0,3,1,1,15.384615384615385,Non-college
39,1,0,14,40000,40,50,0,0,3,2,1,20,Non-college
48,0,0,9,12000,40,52,0,0,3,2,1,5.769230769230769,Non-college
46,0,0,12,40000,50,52,0,0,3,2,5,15.384615384615385,Non-college
37,1,0,16,37000,50,52,0,0,3,2,7,14.23076923076923,College
50,0,0,16,100000,40,52,0,0,3,1,1,48.07692307692308,College
49,1,0,14,60000,40,52,0,0,3,1,1,28.846153846153847,Non-college
54,0,0,18,75171,60,52,0,0,3,2,1,24.09326923076923,College
50,1,0,16,46500,40,52,0,0,3,1,1,22.35576923076923,College
34,0,0,14,40000,40,52,0,0,3,2,1,19.23076923076923,Non-college
53,0,0,13,72000,40,52,0,0,3,1,1,34.61538461538461,Non-college
47,1,0,12,21001,40,52,0,0,3,4,1,10.096634615384616,Non-college
51,1,0,14,30000,40,52,0,0,3,2,1,14.423076923076923,Non-college
29,0,0,18,40000,40,52,0,0,3,2,1,19.23076923076923,College
24,0,0,12,30000,55,52,0,0,3,1,1,10.48951048951049,Non-college
29,1,0,13,17500,40,52,0,0,3,2,7,8.413461538461538,Non-college
34,0,0,13,43000,40,52,0,0,3,1,1,20.673076923076923,Non-college
47,1,0,14,29000,38,52,0,0,3,1,6,14.676113360323887,Non-college
32,0,1,12,60000,50,52,0,0,3,1,1,23.076923076923077,Non-college
26,0,0,12,35000,55,52,0,0,3,1,1,12.237762237762238,Non-college
28,1,0,16,37685,40,49,0,0,3,1,2,19.227040816326532,College
54,1,0,14,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
47,1,0,11,13000,37,52,0,0,3,2,7,6.756756756756757,Non-college
26,0,0,13,24000,50,52,0,0,3,1,1,9.23076923076923,Non-college
40,1,0,13,18000,40,52,0,0,3,2,7,8.653846153846153,Non-college
32,1,1,12,28000,40,52,0,0,3,1,1,13.461538461538462,Non-college
22,0,1,13,23000,40,52,0,0,3,1,1,11.057692307692308,Non-college
21,1,1,12,15000,39,52,0,0,3,1,1,7.396449704142012,Non-college
30,0,0,14,27000,40,52,0,0,3,10,7,12.98076923076923,Non-college
55,0,0,12,18000,40,52,0,0,3,1,1,8.653846153846153,Non-college
41,0,0,13,65000,50,52,0,0,3,1,5,25,Non-college
35,1,0,14,58000,40,52,0,0,3,2,1,27.884615384615383,Non-college
57,1,0,16,30000,40,50,0,0,3,1,1,15,College
38,1,0,13,42000,40,52,0,0,3,1,1,20.192307692307693,Non-college
39,1,0,16,29000,40,52,0,0,3,2,5,13.942307692307692,College
28,1,0,16,41000,40,52,0,0,3,1,7,19.71153846153846,College
40,0,0,14,49000,40,52,0,0,3,1,5,23.557692307692307,Non-college
44,1,0,20,120000,60,52,0,0,3,1,1,38.46153846153846,College
49,0,0,18,48000,45,52,0,0,3,1,1,20.512820512820515,College
46,1,0,12,34000,40,52,0,0,3,2,7,16.346153846153847,Non-college
40,1,0,14,15800,38,52,0,0,3,2,5,7.995951417004049,Non-college
59,1,1,13,23000,40,52,0,0,3,1,1,11.057692307692308,Non-college
27,1,0,16,40000,40,52,0,0,3,1,1,19.23076923076923,College
23,0,0,12,50000,55,52,0,0,3,1,7,17.482517482517483,Non-college
25,0,0,12,30000,40,52,0,0,3,1,7,14.423076923076923,Non-college
48,1,0,14,25000,40,52,0,0,3,1,7,12.01923076923077,Non-college
51,0,0,12,42000,40,52,0,0,3,1,5,20.192307692307693,Non-college
38,0,0,16,30000,40,52,0,0,3,1,1,14.423076923076923,College
34,1,0,18,70000,60,52,0,0,3,1,1,22.435897435897434,College
33,0,0,13,48000,45,52,0,0,3,1,7,20.512820512820515,Non-college
38,0,0,13,41000,45,52,0,0,3,2,1,17.521367521367523,Non-college
40,1,0,18,55000,45,52,0,0,3,1,1,23.504273504273506,College
50,1,0,14,50000,40,52,0,0,3,1,1,24.03846153846154,Non-college
51,0,0,14,70000,40,52,0,0,3,1,1,33.65384615384615,Non-college
62,0,0,12,44000,48,52,0,0,3,2,1,17.628205128205128,Non-college
52,1,0,13,45000,55,52,0,0,3,1,1,15.734265734265735,Non-college
54,0,0,11,43000,40,52,0,0,3,1,1,20.673076923076923,Non-college
66,0,0,16,75000,40,52,0,0,3,1,1,36.05769230769231,College
29,0,0,16,50700,50,52,0,0,3,1,1,19.5,College
30,1,0,16,37700,55,52,0,0,3,1,1,13.181818181818182,College
48,1,0,12,32000,40,52,0,0,3,1,1,15.384615384615385,Non-college
27,0,0,12,20000,40,52,0,0,3,1,1,9.615384615384615,Non-college
53,1,0,18,45000,40,52,0,0,3,2,4,21.634615384615383,College
58,1,0,16,73000,45,52,0,0,3,7,1,31.196581196581196,College
56,0,0,13,51000,40,52,0,0,3,2,1,24.51923076923077,Non-college
23,0,0,12,25000,40,52,0,0,3,7,7,12.01923076923077,Non-college
49,1,0,12,22616,40,52,0,0,3,1,1,10.873076923076923,Non-college
26,0,0,13,20000,40,52,0,0,3,1,7,9.615384615384615,Non-college
26,1,0,12,20000,40,52,0,0,3,4,7,9.615384615384615,Non-college
38,1,0,16,28000,40,52,0,0,3,1,5,13.461538461538462,College
43,1,1,13,21000,40,52,0,0,3,1,1,10.096153846153847,Non-college
23,0,1,16,23000,40,52,0,0,3,1,7,11.057692307692308,College
41,1,0,14,82000,65,52,0,0,3,1,1,24.2603550295858,Non-college
40,1,0,13,23000,40,48,0,0,3,15,6,11.979166666666666,Non-college
36,0,0,12,52000,40,48,0,0,3,2,7,27.083333333333332,Non-college
41,1,0,13,75000,37,52,0,0,3,1,5,38.981288981288984,Non-college
50,1,0,12,26000,40,52,0,0,3,2,7,12.5,Non-college
62,1,0,16,115000,55,52,0,0,3,2,5,40.20979020979021,College
34,0,0,20,44000,50,52,0,0,3,1,1,16.923076923076923,College
36,1,0,16,44000,50,52,0,0,3,1,1,16.923076923076923,College
48,1,0,12,30000,40,52,0,0,3,2,1,14.423076923076923,Non-college
45,1,0,18,24000,60,52,0,0,3,2,7,7.6923076923076925,College
45,1,0,12,27500,40,52,0,0,3,2,7,13.221153846153847,Non-college
40,0,0,12,26000,40,50,0,0,3,15,1,13,Non-college
42,1,1,14,24000,40,52,0,0,3,15,1,11.538461538461538,Non-college
46,1,0,16,37000,40,52,0,0,3,1,1,17.78846153846154,College
48,0,0,16,134652,50,52,0,0,3,1,1,51.78923076923077,College
44,1,0,12,29000,40,52,0,0,3,1,7,13.942307692307692,Non-college
56,1,0,13,85000,40,52,0,0,3,1,1,40.86538461538461,Non-college
56,0,0,12,50000,38,52,1,0,3,1,1,25.303643724696357,Non-college
27,0,0,14,35000,40,52,0,0,3,1,1,16.826923076923077,Non-college
46,1,0,14,30859,40,52,0,0,3,1,1,14.836057692307692,Non-college
38,0,1,12,150000,70,52,0,0,3,1,1,41.20879120879121,Non-college
64,0,0,12,38000,40,52,0,0,3,1,1,18.26923076923077,Non-college
52,0,0,10,22500,40,52,0,0,3,1,6,10.817307692307692,Non-college
55,0,0,10,45000,40,52,0,0,3,2,1,21.634615384615383,Non-college
42,1,0,12,12500,40,48,0,0,3,1,5,6.510416666666667,Non-college
71,0,0,12,15000,40,52,0,0,3,1,4,7.211538461538462,Non-college
40,0,0,13,35500,40,48,0,0,3,2,1,18.489583333333332,Non-college
38,1,0,16,38000,40,52,0,0,3,2,1,18.26923076923077,College
40,1,0,14,43290,45,52,0,0,3,1,4,18.5,Non-college
38,0,0,13,61000,60,52,0,0,3,1,5,19.55128205128205,Non-college
59,1,0,13,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
60,0,0,12,40000,60,52,0,0,3,1,1,12.820512820512821,Non-college
53,1,0,18,45000,40,52,0,0,3,1,1,21.634615384615383,College
52,0,0,16,52000,40,52,0,0,3,1,1,25,College
65,0,0,12,25000,40,52,0,0,3,1,1,12.01923076923077,Non-college
42,1,0,12,23400,40,52,0,0,3,1,1,11.25,Non-college
57,1,0,14,22500,40,52,0,0,3,1,1,10.817307692307692,Non-college
39,0,0,12,41600,40,52,0,0,3,2,1,20,Non-college
47,0,1,12,47000,54,52,0,0,3,1,1,16.737891737891736,Non-college
61,0,0,16,70000,60,52,0,0,3,1,1,22.435897435897434,College
62,1,0,14,14000,40,52,0,0,3,1,1,6.730769230769231,Non-college
71,0,0,11,13000,40,52,0,0,3,2,3,6.25,Non-college
51,1,0,12,31200,40,52,0,0,3,1,1,15,Non-college
26,1,0,12,16000,40,52,0,0,3,1,7,7.6923076923076925,Non-college
40,0,0,13,54000,49,52,0,0,3,1,1,21.19309262166405,Non-college
38,1,0,16,19000,40,52,0,0,3,1,1,9.134615384615385,College
45,0,0,13,47947,55,52,0,0,3,1,1,16.764685314685316,Non-college
44,1,0,13,88848,40,52,0,0,3,1,1,42.715384615384615,Non-college
65,0,0,20,76000,40,52,0,0,3,1,1,36.53846153846154,College
66,1,0,18,82000,40,52,0,0,3,1,1,39.42307692307692,College
25,1,0,13,48000,60,52,0,0,3,1,2,15.384615384615385,Non-college
27,0,0,16,56000,60,52,0,0,3,1,1,17.94871794871795,College
59,0,0,13,72500,80,52,0,0,3,1,1,17.427884615384617,Non-college
51,1,0,18,46500,40,52,0,0,3,1,7,22.35576923076923,College
49,0,0,12,48000,53,52,0,0,3,1,1,17.41654571843251,Non-college
45,1,0,12,49000,45,52,0,0,3,1,1,20.94017094017094,Non-college
45,1,0,16,60481,64,52,0,0,3,1,6,18.173377403846153,College
32,0,0,13,35000,40,52,0,0,3,1,7,16.826923076923077,Non-college
51,0,0,16,50000,40,52,0,0,3,2,1,24.03846153846154,College
49,1,0,18,100000,40,52,0,0,3,2,1,48.07692307692308,College
33,0,1,16,28000,55,48,0,0,3,7,7,10.606060606060606,College
62,1,0,10,15500,40,52,0,0,3,2,7,7.451923076923077,Non-college
37,1,0,13,48000,40,52,0,0,3,1,1,23.076923076923077,Non-college
52,0,0,12,41000,40,52,0,0,3,2,1,19.71153846153846,Non-college
46,1,0,12,23000,39,52,0,0,3,2,1,11.341222879684418,Non-college
42,1,0,18,59500,45,52,0,0,3,1,5,25.427350427350426,College
50,0,0,12,40000,40,52,0,0,3,2,1,19.23076923076923,Non-college
33,0,0,16,65000,50,52,0,0,3,1,1,25,College
33,1,0,16,43000,40,52,0,0,3,1,1,20.673076923076923,College
40,1,0,16,37000,40,52,0,0,3,1,1,17.78846153846154,College
39,0,0,13,80000,70,52,0,0,3,1,1,21.978021978021978,Non-college
31,1,0,16,65000,40,52,0,0,3,1,1,31.25,College
31,0,0,16,40000,40,52,0,0,3,1,1,19.23076923076923,College
30,1,0,16,57000,40,52,0,0,3,2,1,27.403846153846153,College
32,0,0,13,28000,40,52,0,0,3,2,1,13.461538461538462,Non-college
46,0,0,18,100000,52,52,0,0,3,1,1,36.98224852071006,College
29,0,0,16,24000,60,52,0,0,3,2,7,7.6923076923076925,College
36,0,0,13,46000,80,52,0,0,3,1,1,11.057692307692308,Non-college
42,1,0,14,48000,40,52,0,0,3,1,1,23.076923076923077,Non-college
44,0,0,13,30000,45,52,0,0,3,1,1,12.820512820512821,Non-college
52,1,0,13,40000,45,52,0,0,3,1,1,17.094017094017094,Non-college
33,0,0,12,31500,45,52,0,0,3,1,1,13.461538461538462,Non-college
51,0,0,18,45000,60,52,0,0,3,1,1,14.423076923076923,College
49,0,0,13,24500,40,52,0,0,3,2,6,11.778846153846153,Non-college
44,0,0,13,60000,48,52,0,0,3,1,5,24.03846153846154,Non-college
40,0,0,16,20500,40,52,0,0,3,1,1,9.85576923076923,College
36,1,0,16,20000,40,52,0,0,3,1,1,9.615384615384615,College
62,0,0,18,50000,40,52,0,0,3,2,5,24.03846153846154,College
41,1,0,12,22000,40,52,0,0,3,1,7,10.576923076923077,Non-college
34,1,0,12,29000,40,52,0,0,3,1,7,13.942307692307692,Non-college
44,1,0,16,50000,40,52,0,0,3,1,1,24.03846153846154,College
34,0,0,20,60000,40,52,0,0,3,1,6,28.846153846153847,College
55,0,0,14,62000,42,52,0,0,3,1,5,28.388278388278387,Non-college
61,1,0,18,62000,45,52,0,0,3,1,1,26.495726495726494,College
38,0,0,13,30000,40,52,0,0,3,1,7,14.423076923076923,Non-college
63,1,0,13,28000,40,52,0,0,3,1,5,13.461538461538462,Non-college
40,1,0,12,33000,40,52,0,0,3,1,7,15.865384615384615,Non-college
51,0,0,16,50000,40,52,0,0,3,1,1,24.03846153846154,College
48,1,0,14,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
43,0,0,14,45464,45,52,0,0,3,1,1,19.429059829059828,Non-college
43,0,0,12,40360,52,52,0,0,3,1,1,14.92603550295858,Non-college
25,0,0,13,26000,40,52,0,0,3,1,7,12.5,Non-college
25,0,0,13,30000,40,52,0,0,3,1,7,14.423076923076923,Non-college
46,0,0,18,200000,55,52,0,0,3,1,1,69.93006993006993,College
59,1,0,13,23000,40,52,0,0,3,1,1,11.057692307692308,Non-college
64,0,0,13,40000,40,52,0,0,3,1,1,19.23076923076923,Non-college
60,1,0,14,36000,40,52,0,0,3,1,1,17.307692307692307,Non-college
63,0,0,18,42000,50,52,0,0,3,1,1,16.153846153846153,College
41,0,0,14,38000,40,52,0,0,3,1,1,18.26923076923077,Non-college
43,1,0,12,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
67,1,0,16,47500,45,52,0,0,3,1,5,20.299145299145298,College
40,0,0,16,60000,50,52,0,0,3,1,1,23.076923076923077,College
39,1,0,16,35000,45,52,0,0,3,1,1,14.957264957264957,College
67,0,0,9,25000,40,52,0,0,3,1,1,12.01923076923077,Non-college
67,0,0,14,40000,40,52,0,0,3,1,1,19.23076923076923,Non-college
29,0,0,12,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
30,1,0,13,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
49,1,0,13,25000,40,52,0,0,3,1,1,12.01923076923077,Non-college
45,0,0,12,48000,42,52,0,0,3,1,1,21.978021978021978,Non-college
22,1,0,13,17000,40,49,0,0,3,1,6,8.673469387755102,Non-college
36,0,0,12,50000,40,52,0,0,3,1,1,24.03846153846154,Non-college
39,1,0,14,30000,40,52,0,0,3,1,1,14.423076923076923,Non-college
34,0,0,16,40000,40,52,0,0,3,1,1,19.23076923076923,College
53,0,0,13,65000,68,52,0,0,3,1,1,18.38235294117647,Non-college
51,0,0,16,18000,40,52,0,0,3,1,1,8.653846153846153,College
51,1,0,18,66000,40,52,0,0,3,1,1,31.73076923076923,College
39,0,0,20,389599,40,52,0,0,3,1,1,187.30721153846153,College
41,0,0,18,150000,60,52,0,0,3,1,1,48.07692307692308,College
52,0,0,14,17000,40,52,0,0,3,1,7,8.173076923076923,Non-college
39,0,0,13,38000,60,52,0,0,3,1,7,12.179487179487179,Non-college
59,0,0,16,41000,40,52,0,0,3,1,1,19.71153846153846,College
47,1,0,12,65000,40,52,0,0,3,1,1,31.25,Non-college
57,0,0,12,43500,40,52,0,0,3,7,1,20.91346153846154,Non-college
59,0,0,18,60000,40,52,0,0,3,1,1,28.846153846153847,College
58,1,0,14,76000,36,52,0,0,3,1,1,40.598290598290596,Non-college
22,0,0,13,28000,40,52,0,0,3,1,5,13.461538461538462,Non-college
31,0,0,12,22000,40,52,0,0,3,1,7,10.576923076923077,Non-college
23,1,0,12,20000,40,52,0,0,3,1,6,9.615384615384615,Non-college
55,0,0,16,85000,60,52,0,0,3,1,1,27.243589743589745,College
56,1,0,14,75000,40,52,0,0,3,1,1,36.05769230769231,Non-college
24,0,1,12,21238,60,52,0,0,3,1,2,6.807051282051282,Non-college
26,1,0,12,25000,60,52,0,0,3,1,2,8.012820512820513,Non-college
39,1,0,18,38000,40,52,0,0,3,2,5,18.26923076923077,College
37,0,0,13,60000,65,52,0,0,3,1,1,17.75147928994083,Non-college
35,1,0,13,23000,40,51,0,0,3,1,2,11.27450980392157,Non-college
30,0,0,16,78000,80,52,0,0,3,1,1,18.75,College
43,0,0,13,70000,60,52,0,0,3,1,1,22.435897435897434,Non-college
29,0,0,16,45000,60,52,0,0,3,1,1,14.423076923076923,College
37,0,0,16,46000,43,52,0,0,3,1,1,20.572450805008945,College
58,0,0,12,38000,40,48,0,0,3,1,1,19.791666666666668,Non-college
55,1,0,16,20000,40,52,0,0,3,1,1,9.615384615384615,College
22,0,1,12,35000,80,52,0,0,3,1,1,8.413461538461538,Non-college
22,1,0,13,30000,60,51,0,0,3,1,2,9.803921568627452,Non-college
27,1,0,12,29000,40,52,0,0,3,1,7,13.942307692307692,Non-college
55,1,0,14,50000,40,52,0,0,3,1,1,24.03846153846154,Non-college
54,0,0,13,75000,44,52,0,0,3,1,1,32.77972027972028,Non-college
22,0,0,12,30000,60,52,0,0,3,1,1,9.615384615384615,Non-college
21,1,0,12,15000,40,52,0,0,3,1,2,7.211538461538462,Non-college
52,1,0,16,26400,60,52,0,0,3,1,5,8.461538461538462,College
39,0,0,16,90000,75,52,0,0,3,1,1,23.076923076923077,College
25,0,0,16,68000,70,52,0,0,3,1,1,18.681318681318682,College
40,0,0,16,90000,75,52,0,0,3,1,1,23.076923076923077,College
52,0,0,18,135000,70,52,0,0,3,1,1,37.08791208791209,College
25,1,0,13,21000,60,52,0,0,3,2,7,6.730769230769231,Non-college
44,0,0,13,20000,40,52,0,0,3,1,7,9.615384615384615,Non-college
47,1,0,12,21000,40,52,0,0,3,1,5,10.096153846153847,Non-college
28,0,0,12,30000,75,52,0,0,3,1,1,7.6923076923076925,Non-college
33,0,0,16,45000,40,52,0,0,3,1,1,21.634615384615383,College
40,0,0,16,84200,50,52,0,0,3,7,1,32.38461538461539,College
53,1,0,18,61000,45,52,0,0,3,1,2,26.068376068376068,College
39,0,0,13,53000,60,52,0,0,3,1,1,16.987179487179485,Non-college
35,0,1,16,118000,40,52,0,0,3,1,1,56.73076923076923,College
31,0,0,13,40000,60,52,0,0,3,2,1,12.820512820512821,Non-college
32,1,0,13,32000,40,52,0,0,3,2,2,15.384615384615385,Non-college
27,0,0,13,46000,50,52,0,0,3,1,1,17.692307692307693,Non-college
29,0,0,12,56000,65,52,0,0,3,1,1,16.568047337278106,Non-college
27,1,0,16,12000,38,52,0,0,3,1,2,6.0728744939271255,College
28,1,0,13,53000,40,52,0,0,3,1,6,25.48076923076923,Non-college
35,0,0,13,70000,70,52,0,0,3,1,1,19.23076923076923,Non-college
30,0,0,16,55000,45,52,0,0,3,1,1,23.504273504273506,College
37,0,0,16,70000,50,52,0,0,3,1,1,26.923076923076923,College
35,1,0,12,20000,54,52,0,0,3,2,6,7.122507122507122,Non-college
42,0,0,12,24000,45,52,0,0,3,1,1,10.256410256410257,Non-college
38,1,0,13,15000,40,52,0,0,3,1,1,7.211538461538462,Non-college
19,0,0,13,12000,40,52,0,0,3,1,7,5.769230769230769,Non-college
37,1,0,13,35360,40,52,0,0,3,2,7,17,Non-college
27,0,0,16,40000,40,52,0,0,3,2,7,19.23076923076923,College
54,0,0,16,52000,45,52,0,0,3,1,1,22.22222222222222,College
64,0,0,20,65000,50,52,0,0,3,1,1,25,College
29,1,0,20,50000,60,52,0,0,3,1,7,16.025641025641026,College
31,1,0,18,46000,40,52,0,0,3,1,1,22.115384615384617,College
35,0,1,16,46500,50,52,0,0,3,1,1,17.884615384615383,College
51,1,0,11,22002,40,52,0,0,3,2,1,10.577884615384615,Non-college
35,0,0,13,70000,70,52,0,0,3,1,1,19.23076923076923,Non-college
55,1,0,12,19000,40,52,0,0,3,2,1,9.134615384615385,Non-college
56,0,0,12,25000,40,52,0,0,3,2,1,12.01923076923077,Non-college
35,1,0,14,28000,40,52,0,0,3,3,6,13.461538461538462,Non-college
60,1,0,12,30002,36,50,0,0,3,1,1,16.66777777777778,Non-college
57,1,0,12,28000,40,52,0,0,3,1,1,13.461538461538462,Non-college
56,0,0,8,39000,45,52,0,0,3,1,1,16.666666666666668,Non-college
40,1,0,16,70000,40,52,0,0,3,1,1,33.65384615384615,College
36,1,0,16,30000,40,52,0,0,3,1,1,14.423076923076923,College
62,0,0,16,24800,40,52,0,0,3,1,1,11.923076923076923,College
59,1,0,20,62000,60,52,0,0,3,1,1,19.871794871794872,College
51,0,0,12,35000,50,52,0,0,3,1,1,13.461538461538462,Non-college
66,0,0,16,50000,45,52,0,0,3,1,1,21.367521367521366,College
56,1,0,13,32000,40,52,0,0,3,1,1,15.384615384615385,Non-college
57,1,0,12,35000,40,52,0,0,3,1,5,16.826923076923077,Non-college
